filename,width,height,class,xmin,ymin,xmax,ymax
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,car,336,169,352,202
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,car,301,181,326,203
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,truck,348,167,387,223
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,car,304,195,335,223
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,truck,373,192,418,255
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,car,204,213,239,247
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,truck,429,217,538,294
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,car,322,237,364,282
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,car,387,275,452,343
adit_mp4-1904_jpg.rf.3456d27dae7e39dcd2678985ac80b90e.jpg,640,480,bus,360,328,459,474
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,truck,220,135,244,165
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,truck,316,143,340,172
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,car,243,150,261,168
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,truck,169,150,206,177
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,car,233,164,255,183
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,bus,187,156,228,195
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,car,297,167,318,189
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,truck,338,157,365,199
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,truck,145,165,179,201
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,truck,383,175,415,212
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,truck,225,179,253,209
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,car,125,219,169,260
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,car,197,236,234,267
aditganteng_mp4-397_jpg.rf.6724e1647552d0416c26cc777aab92de.jpg,640,480,car,354,277,413,343
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,truck,150,158,189,197
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,205,170,222,189
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,truck,345,170,379,214
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,304,184,331,204
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,398,188,426,211
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,303,194,325,217
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,212,195,243,221
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,425,204,459,232
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,310,206,340,236
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,365,207,395,235
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,315,228,349,263
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,truck,461,216,587,323
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,321,269,378,327
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,435,296,508,367
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,truck,576,321,641,399
adit_mp4-1623_jpg.rf.65f8f8b258653191a70e1ee4ef451ead.jpg,640,480,car,356,347,435,433
malam_04112021_mp4-143_jpg.rf.a9f02661422a279e1be14fb872c1db43.jpg,640,480,car,305,183,317,192
malam_04112021_mp4-143_jpg.rf.a9f02661422a279e1be14fb872c1db43.jpg,640,480,car,333,189,351,206
malam_04112021_mp4-143_jpg.rf.a9f02661422a279e1be14fb872c1db43.jpg,640,480,car,309,192,322,207
malam_04112021_mp4-143_jpg.rf.a9f02661422a279e1be14fb872c1db43.jpg,640,480,car,319,218,347,237
malam_04112021_mp4-143_jpg.rf.a9f02661422a279e1be14fb872c1db43.jpg,640,480,car,176,239,206,280
malam_04112021_mp4-143_jpg.rf.a9f02661422a279e1be14fb872c1db43.jpg,640,480,car,381,277,446,334
malam_04112021_mp4-143_jpg.rf.a9f02661422a279e1be14fb872c1db43.jpg,640,480,car,483,345,576,454
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,truck,173,155,194,179
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,truck,370,146,412,198
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,car,296,170,315,185
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,truck,331,161,368,201
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,car,198,173,221,198
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,car,303,174,328,197
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,car,303,192,328,212
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,car,364,207,395,235
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,car,313,212,346,247
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,car,487,244,517,280
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,truck,394,191,521,356
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,car,85,263,141,317
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,bus,516,238,641,395
adit_mp4-1766_jpg.rf.9dd8a1eb1ffbc75daa3ddf239649ad1d.jpg,640,480,car,337,296,395,356
siang_15112021_1_mp4-244_jpg.rf.03e7928b0c0a92413ebf88b06e4c334d.jpg,640,480,car,304,190,323,208
siang_15112021_1_mp4-244_jpg.rf.03e7928b0c0a92413ebf88b06e4c334d.jpg,640,480,truck,343,187,369,225
siang_15112021_1_mp4-244_jpg.rf.03e7928b0c0a92413ebf88b06e4c334d.jpg,640,480,truck,374,202,401,228
siang_15112021_1_mp4-244_jpg.rf.03e7928b0c0a92413ebf88b06e4c334d.jpg,640,480,car,313,213,335,235
siang_15112021_1_mp4-244_jpg.rf.03e7928b0c0a92413ebf88b06e4c334d.jpg,640,480,truck,80,248,138,299
siang_15112021_1_mp4-244_jpg.rf.03e7928b0c0a92413ebf88b06e4c334d.jpg,640,480,car,331,261,379,314
siang_15112021_1_mp4-244_jpg.rf.03e7928b0c0a92413ebf88b06e4c334d.jpg,640,480,car,545,343,638,428
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,truck,158,162,184,190
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,238,171,258,191
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,truck,138,173,169,206
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,415,181,440,202
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,383,185,409,209
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,350,183,376,213
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,truck,136,191,183,243
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,411,200,448,235
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,211,211,243,241
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,85,209,122,249
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,312,224,350,267
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,truck,108,210,164,281
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,182,260,225,299
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,397,257,446,301
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,truck,470,239,596,335
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,333,275,389,332
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,2,286,65,348
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,138,310,208,373
adit_mp4-2265_jpg.rf.9d78a65b2476a7be3a182c749d031463.jpg,640,480,car,477,335,559,408
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,truck,215,150,240,174
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,truck,176,148,199,179
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,car,291,161,313,179
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,truck,337,150,382,213
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,car,296,174,318,194
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,car,385,181,410,207
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,bus,406,170,457,226
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,car,304,195,327,220
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,car,200,210,236,246
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,car,311,218,348,253
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,truck,458,214,540,285
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,car,407,259,457,305
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,car,328,262,375,306
adit_mp4-1732_jpg.rf.4acdf5d4356661e80198768c29fcdeff.jpg,640,480,car,360,381,450,481
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,319,178,333,193
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,344,179,360,196
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,306,187,318,200
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,359,189,377,206
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,327,192,341,206
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,262,197,273,214
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,341,198,357,216
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,truck,161,189,194,234
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,truck,209,196,235,227
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,305,203,322,220
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,truck,388,205,412,231
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,241,214,262,232
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,truck,194,204,222,243
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,322,221,342,245
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,383,223,412,249
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,truck,97,206,169,273
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,235,236,257,258
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,372,238,399,264
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,207,263,239,303
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,8,280,63,331
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,truck,82,260,178,355
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,438,287,485,340
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,365,340,421,410
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,3,363,60,425
pagi_16112021_mp4-91_jpg.rf.84c4d8623a0943c6f83ffb5cf5791093.jpg,640,480,car,163,369,212,445
malam_04112021_mp4-157_jpg.rf.b8381d0b94bd11621103f79116c78070.jpg,640,480,car,241,178,259,197
malam_04112021_mp4-157_jpg.rf.b8381d0b94bd11621103f79116c78070.jpg,640,480,car,319,200,333,226
malam_04112021_mp4-157_jpg.rf.b8381d0b94bd11621103f79116c78070.jpg,640,480,car,189,203,210,228
malam_04112021_mp4-157_jpg.rf.b8381d0b94bd11621103f79116c78070.jpg,640,480,car,366,214,393,249
malam_04112021_mp4-157_jpg.rf.b8381d0b94bd11621103f79116c78070.jpg,640,480,car,329,232,358,275
malam_04112021_mp4-157_jpg.rf.b8381d0b94bd11621103f79116c78070.jpg,640,480,truck,147,256,199,314
malam_04112021_mp4-157_jpg.rf.b8381d0b94bd11621103f79116c78070.jpg,640,480,car,374,363,461,452
malam_04112021_mp4-214_jpg.rf.e5600b4c0dba355b8bb7a1a984862bd1.jpg,640,480,car,343,202,377,237
malam_04112021_mp4-214_jpg.rf.e5600b4c0dba355b8bb7a1a984862bd1.jpg,640,480,car,230,214,261,253
malam_04112021_mp4-214_jpg.rf.e5600b4c0dba355b8bb7a1a984862bd1.jpg,640,480,car,199,245,241,286
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,truck,208,193,244,223
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,bus,318,197,373,258
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,car,237,217,262,238
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,truck,147,208,181,250
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,bus,168,205,218,265
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,car,234,232,261,252
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,truck,101,229,149,266
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,car,222,249,254,278
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,car,329,251,369,295
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,car,205,272,246,303
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,truck,461,239,583,351
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,truck,72,245,180,349
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,truck,12,258,88,342
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,car,189,291,237,339
pagi_16112021_mp4-478_jpg.rf.351f078d0d80ed19ab5bc851ee326e07.jpg,640,480,bus,156,346,227,426
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,car,242,156,261,172
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,truck,345,177,381,217
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,car,305,184,331,214
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,car,220,189,246,218
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,truck,418,180,489,255
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,car,320,213,351,247
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,bus,388,200,475,298
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,car,522,236,572,278
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,car,155,271,203,320
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,car,357,334,435,414
adit_mp4-1949_jpg.rf.c141d799a4eee307c8bd738167c928af.jpg,640,480,truck,507,344,626,481
adit_mp4-2211_jpg.rf.c9b57446ff86245214ab4d2693537693.jpg,640,480,car,307,184,332,210
adit_mp4-2211_jpg.rf.c9b57446ff86245214ab4d2693537693.jpg,640,480,truck,348,184,383,222
adit_mp4-2211_jpg.rf.c9b57446ff86245214ab4d2693537693.jpg,640,480,car,198,212,233,247
adit_mp4-2211_jpg.rf.c9b57446ff86245214ab4d2693537693.jpg,640,480,car,308,212,343,251
adit_mp4-2211_jpg.rf.c9b57446ff86245214ab4d2693537693.jpg,640,480,truck,1,197,101,299
adit_mp4-2211_jpg.rf.c9b57446ff86245214ab4d2693537693.jpg,640,480,car,400,246,452,296
adit_mp4-2211_jpg.rf.c9b57446ff86245214ab4d2693537693.jpg,640,480,car,86,249,137,298
adit_mp4-2211_jpg.rf.c9b57446ff86245214ab4d2693537693.jpg,640,480,car,329,269,382,333
adit_mp4-2211_jpg.rf.c9b57446ff86245214ab4d2693537693.jpg,640,480,truck,475,282,595,428
adit_mp4-51_jpg.rf.8c738e9ea9bc9d9a8b3400f22933c1bb.jpg,640,480,car,294,166,317,181
adit_mp4-51_jpg.rf.8c738e9ea9bc9d9a8b3400f22933c1bb.jpg,640,480,bus,331,158,367,201
adit_mp4-51_jpg.rf.8c738e9ea9bc9d9a8b3400f22933c1bb.jpg,640,480,car,298,176,318,194
adit_mp4-51_jpg.rf.8c738e9ea9bc9d9a8b3400f22933c1bb.jpg,640,480,car,184,179,208,200
